Date,Open,High,Low,Close,Volume,Daily_Return,MA_7,52W_High,52W_Low,Volatility_7D
2025-04-21,226.96095079784922,230.21145345345894,226.96095079784922,227.96478271484375,16298364,0.4423,,227.96,227.96,
2025-04-22,227.9647728170045,228.49059090191665,223.2324392284416,223.85385131835938,18367713,-1.8033,,227.96,223.85,
2025-04-23,226.76973574749184,234.56136916342427,225.71811417753992,232.88832092285156,31898042,2.6981,,232.89,223.85,
2025-04-24,234.03555834125805,234.37015924705375,230.8806643579328,232.07569885253906,23000820,-0.8374,,232.89,223.85,
2025-04-25,233.22292437952927,235.32618213035408,227.58236751306862,230.30703735351562,16620430,-1.2503,,232.89,223.85,
2025-04-28,229.9246368408203,231.31087393747262,228.25158854779977,229.9246368408203,14218414,0.0,,232.89,223.85,
2025-04-29,230.97626662263193,232.88832176160133,229.3032183760337,230.78504943847656,16647246,-0.0828,229.69,232.89,223.85,1.4663
2025-04-30,230.92846530739808,232.69710758108045,228.68179465498002,230.8806610107422,14206640,-0.0207,230.1,232.89,223.85,1.447
2025-05-02,231.3969048811204,234.99157785344963,230.16363574375234,231.052734375,10822257,-0.1487,231.13,232.89,223.85,1.262
2025-05-05,233.27073452426686,236.01452906962498,232.02789572604007,232.85964965820312,12170446,-0.1762,231.13,232.89,223.85,0.4866
2025-05-06,233.74873844060858,235.08717118959743,230.02979181539362,230.58428955078125,8869045,-1.3538,230.91,232.89,223.85,0.5976
2025-05-07,225.63205980019728,233.70093476268548,225.63205980019728,233.3089599609375,9130056,3.4024,231.34,233.31,223.85,1.4773
2025-05-08,232.41986209217805,235.02025823803473,228.7869544247762,230.9475860595703,11434833,-0.6335,231.49,233.31,223.85,1.5128
2025-05-09,226.19612707242462,232.26689334025846,226.10051848106667,231.36822509765625,10582438,2.2866,231.57,233.31,223.85,1.707
2025-05-12,234.3128027502575,246.59776333804783,234.1120451219244,245.96678161621094,19791711,4.9737,233.73,245.97,223.85,2.3759
2025-05-13,245.65129117460626,245.65129117460626,239.59962043164262,240.5078582763672,11714159,-2.0938,235.08,245.97,223.85,2.6561
2025-05-14,240.5078586142634,242.5346323593957,239.72390901830983,241.81761169433594,8839105,0.5446,236.36,245.97,223.85,2.6205
2025-05-15,242.0661716362689,245.79468781692438,239.59961881800155,245.28799438476562,12083645,1.331,238.46,245.97,223.85,2.403
2025-05-16,245.69908156861143,245.69908156861143,242.381664786632,243.1273651123047,6640387,-1.0467,239.86,245.97,223.85,2.3738
2025-05-19,243.12737520712,243.5384746583959,240.23061276300297,240.67994689941406,6788784,-1.0066,241.25,245.97,223.85,2.4143
2025-05-20,241.87498444087518,243.4046344463817,238.34724023889126,238.7296600341797,9366429,-1.3004,242.3,245.97,223.85,2.4052
2025-05-21,238.72964367759857,241.02410394082963,237.19043875310246,239.8864288330078,5313593,0.4846,241.43,245.97,223.85,1.2332
2025-05-22,238.05086933031822,238.90173329983332,234.22675897963038,235.12542724609375,11469037,-1.2289,240.66,245.97,223.85,1.073
2025-05-23,235.27839693227736,239.47535749023734,234.8003831348431,236.4829864501953,7437642,0.512,239.9,245.97,223.85,1.0687
2025-05-26,237.56329514317483,239.81952078260178,237.28603897983504,239.23634338378906,3690751,0.7043,239.04,245.97,223.85,0.9235
2025-05-27,239.95336787014628,239.95336787014628,237.08528512638918,237.33384704589844,6861143,-1.0917,238.21,245.97,223.85,0.9288
2025-05-28,238.61491930645585,239.140737391071,236.10057670009755,236.54989624023438,6205160,-0.8654,237.62,245.97,223.85,0.9153
2025-05-29,238.67227305837383,240.6703817332923,237.19044201969984,239.14073181152344,11785042,0.1963,237.68,245.97,223.85,0.8411
2025-05-30,239.00688182575962,240.0680729645789,237.5919651699414,238.69139099121094,13858429,-0.132,237.51,245.97,223.85,0.7902
2025-06-02,236.71242528722712,237.49636028617456,235.37397797543446,236.7888946533203,5846259,0.0323,237.75,245.97,223.85,0.6704
2025-06-03,237.09484010992873,238.52888148156134,234.9246534162675,235.3931121826172,8573438,-0.7177,237.59,245.97,223.85,0.6464
2025-06-04,235.670358869473,238.82525287299606,235.670358869473,236.00497436523438,6698150,0.142,237.13,245.97,223.85,0.53
2025-06-05,236.04319875424977,238.5193212216614,236.0240887062802,237.0374755859375,6468060,0.4212,237.09,245.97,223.85,0.4825
2025-06-06,236.23441802954062,238.98776750731147,236.23441802954062,237.6588897705078,4445411,0.603,237.25,245.97,223.85,0.4264
2025-06-09,238.62448376550557,242.2573768073284,238.26118862619418,240.2401580810547,9193904,0.6771,237.4,245.97,223.85,0.4835
2025-06-10,241.77937470124814,244.5518634996342,240.75643275281624,243.66275024414062,10739851,0.779,238.11,245.97,223.85,0.5175
2025-06-11,244.7621797999991,250.09683023683849,242.92662311522986,247.53468322753906,17268454,1.1327,239.65,247.53,223.85,0.5926
2025-06-12,248.56717017950135,251.43525291234172,245.0489956960389,248.19430541992188,14528657,-0.15,241.48,248.19,223.85,0.4234
2025-06-13,243.78703354142425,250.71823351466082,242.83100595890886,248.76792907714844,8692116,2.0431,243.3,248.77,223.85,0.6776
2025-06-16,248.5671597955976,253.64366368660225,246.65510472024687,251.33009338378906,10935361,1.1115,245.34,251.33,223.85,0.6657
2025-06-17,251.33011785589142,253.77754625659574,250.1541933668183,251.34922790527344,7528454,0.0076,247.3,251.35,223.85,0.7415
2025-06-18,251.33964354462043,253.92092966647772,249.551876648098,250.08724975585938,5016660,-0.4983,248.7,251.35,223.85,0.8919
