Date,Open,High,Low,Close,Volume,Daily_Return,MA_7,52W_High,52W_Low,Volatility_7D
2025-04-28,3320.2548871373374,3342.2933073843687,3291.2570278610287,3328.470947265625,1593296,0.2475,,3328.47,3328.47,
2025-04-29,3339.5865365145787,3378.250345909827,3315.808199342435,3356.501953125,1578332,0.5065,,3356.5,3328.47,
2025-04-30,3356.0188189819924,3392.65268577439,3253.5597190937174,3338.330078125,2809332,-0.5271,,3356.5,3328.47,
2025-05-02,3356.0185874198487,3374.867194117627,3305.7556362257724,3316.38818359375,1721761,-1.1809,,3356.5,3316.39,
2025-05-05,3334.7539931441597,3387.433440282234,3331.2741554528875,3338.910400390625,1284443,0.1246,,3356.5,3316.39,
2025-05-06,3344.419677734375,3356.9854164079434,3322.1879862349847,3344.419677734375,1324763,0.0,,3356.5,3316.39,
2025-05-07,3306.335993163342,3343.936456116555,3306.335993163342,3330.017578125,1477128,0.7162,3336.15,3356.5,3316.39,0.6477
2025-05-08,3332.820588313161,3360.851851961966,3314.1652518601954,3333.6904296875,2543591,0.0261,3336.89,3356.5,3316.39,0.638
2025-05-09,3285.4574957373147,3331.0807476867326,3284.5876543425793,3325.3779296875,2531757,1.2151,3332.45,3356.5,3316.39,0.7808
2025-05-12,3387.916425868549,3509.22413241534,3385.209911911905,3499.46142578125,2228678,3.2924,3355.47,3499.46,3316.39,1.3981
2025-05-13,3499.461570957545,3501.9748131612287,3393.232840630001,3397.58251953125,3062887,-2.9113,3367.07,3499.46,3316.39,1.8464
2025-05-14,3403.3820953219624,3442.0459078220697,3391.396407841002,3430.15673828125,2119499,0.7867,3380.1,3499.46,3316.39,1.8497
2025-05-15,3444.9454390459973,3479.7428677232297,3396.7124309124556,3460.314208984375,3548330,0.4461,3396.66,3499.46,3316.39,1.8395
2025-05-16,3473.84680313206,3473.84680313206,3427.6437359304055,3442.3359375,1666727,-0.9071,3412.7,3499.46,3316.39,1.9101
2025-05-19,3431.413341631395,3431.413341631395,3386.659931697025,3401.255615234375,2537377,-0.8789,3422.35,3499.46,3316.39,1.96
2025-05-20,3413.8211261851047,3439.145874352896,3377.283778805233,3381.440185546875,2038374,-0.9485,3430.36,3499.46,3316.39,1.9343
2025-05-21,3390.8162851170264,3418.8475485914832,3381.4403579795026,3408.021728515625,1440153,0.5074,3417.3,3499.46,3316.39,1.2824
2025-05-22,3378.2502763697153,3380.956790168703,3336.0101126719387,3360.8515625,2034383,-0.515,3412.05,3499.46,3316.39,0.7649
2025-05-23,3360.851724551366,3416.9142497236344,3349.8326329632987,3397.19580078125,1274331,1.0814,3407.35,3499.46,3316.39,0.8342
2025-05-26,3403.3819012793415,3426.5801874567637,3392.8461073678304,3419.137451171875,967470,0.4629,3401.46,3499.46,3316.39,0.8363
